order_id,date,customer_id,city,category,amount
1227,2026-02-12,61,Chengdu,Books,53.51
1228,2026-01-01,80,Chengdu,Clothing,47.78
1229,2026-03-04,49,Shanghai,Clothing,127.81
1230,2026-02-06,93,Guangzhou,Food,64.29
1231,2026-03-21,29,Shanghai,Books,35.6
1232,2026-02-20,51,Shenzhen,Sports,29.7
1233,2026-04-19,79,Hangzhou,Books,96.08
1234,2026-03-16,67,Beijing,Books,16.56
1235,2026-01-15,52,Beijing,Books,90.61
1236,2026-04-04,70,Guangzhou,Electronics,74.42
1237,2026-02-21,91,Chengdu,Food,17.72
1238,2026-01-30,98,Chengdu,Clothing,34.51
1239,2026-03-10,68,Beijing,Clothing,73.15
1240,2026-02-07,68,Chengdu,Sports,166.29
1241,2026-01-17,89,Nanjing,Clothing,127.43
1242,2026-01-19,53,Beijing,Books,8.06
1243,2026-03-28,23,Hangzhou,Electronics,465.37
1244,2026-03-03,72,Wuhan,Books,40.08
1245,2026-02-26,55,Nanjing,Sports,67.6
1246,2026-03-20,40,Wuhan,Food,81.25
1247,2026-02-05,23,Hangzhou,Sports,61.45
1248,2026-01-27,11,Shanghai,Food,86.66
1249,2026-04-24,107,Wuhan,Electronics,69.54
1250,2026-03-30,74,Wuhan,Sports,48.65
1251,2026-04-02,52,Shanghai,Clothing,63.91
1252,2026-02-25,47,Chengdu,Electronics,68.28
1253,2026-03-12,79,Hangzhou,Books,27.56
1254,2026-02-04,15,Shenzhen,Books,38.26
1255,2026-02-18,103,Shanghai,Electronics,36.63
1256,2026-01-22,3,Nanjing,Electronics,61.77
1257,2026-02-15,51,Beijing,Books,47.83
1258,2026-03-06,4,Beijing,Food,108.87
1259,2026-03-17,58,Guangzhou,Electronics,32.82
1260,2026-04-14,18,Hangzhou,Electronics,74.76
1261,2026-02-21,112,Shenzhen,Books,34.22
1262,2026-02-27,29,Shanghai,Books,28.85
1263,2026-03-10,100,Guangzhou,Books,141.43
1264,2026-01-27,49,Nanjing,Sports,63.84
1265,2026-02-23,92,Hangzhou,Clothing,39.64
1266,2026-01-18,36,Beijing,Books,63.56
1267,2026-01-05,61,Beijing,Food,41.37
1268,2026-02-20,76,Nanjing,Books,13.7
1269,2026-03-05,89,Hangzhou,Sports,40.47
1270,2026-02-19,8,Wuhan,Clothing,82.24
1271,2026-04-09,15,Shenzhen,Books,33.74
1272,2026-01-16,84,Nanjing,Clothing,30.2
1273,2026-04-09,86,Shenzhen,Books,48.11
1274,2026-01-17,27,Guangzhou,Sports,168.31
1275,2026-01-01,3,Wuhan,Electronics,89.12
1276,2026-01-02,97,Shanghai,Sports,126.12
1277,2026-01-03,98,Shenzhen,Books,12.45
1278,2026-04-18,89,Nanjing,Books,53.69
1279,2026-01-13,5,Chengdu,Books,53.89
1280,2026-04-30,105,Wuhan,Food,91.3
1281,2026-04-05,2,Shenzhen,Food,34.23
1282,2026-04-23,117,Guangzhou,Books,67.49
1283,2026-01-21,102,Nanjing,Sports,39.75
1284,2026-04-08,1,Shenzhen,Electronics,145.64
1285,2026-01-29,82,Wuhan,Food,36.08
1286,2026-01-18,111,Nanjing,Electronics,45.23
1287,2026-03-10,101,Shanghai,Clothing,50.88
1288,2026-04-28,90,Guangzhou,Food,54.97
1289,2026-01-07,21,Wuhan,Books,32.99
1290,2026-04-08,7,Chengdu,Books,114.35
1291,2026-04-29,94,Nanjing,Clothing,68.17
1292,2026-03-19,34,Nanjing,Electronics,64.83
1293,2026-02-06,17,Nanjing,Books,27.85
1294,2026-02-13,87,Wuhan,Electronics,43.08
1295,2026-02-27,31,Shenzhen,Food,13.93
1296,2026-02-28,65,Guangzhou,Sports,81.0
1297,2026-01-09,26,Nanjing,Clothing,59.92
1298,2026-01-27,22,Wuhan,Books,34.32
1299,2026-03-11,105,Beijing,Clothing,73.51
1300,2026-04-26,12,Shenzhen,Electronics,99999.0
1301,2026-01-29,27,Beijing,Books,60.75
1302,2026-02-24,40,Wuhan,Sports,42.84
1303,2026-04-16,114,Guangzhou,Sports,21.65
1304,2026-03-13,3,Hangzhou,Food,68.01
1305,2026-02-22,28,Guangzhou,Books,34.14
1306,2026-02-19,38,Nanjing,Clothing,23.68
1307,2026-04-09,28,Hangzhou,Food,70.56
1308,2026-01-12,49,Hangzhou,Electronics,121.45
1309,2026-03-16,118,Beijing,Food,15.71
1310,2026-01-28,40,Shanghai,Electronics,22.28
1311,2026-04-12,86,Guangzhou,Sports,37.15
1312,2026-03-11,80,Chengdu,Clothing,41.87
1313,2026-04-12,25,Nanjing,Books,57.46
1314,2026-04-13,76,Chengdu,Books,21.38
1315,2026-01-07,94,Guangzhou,Books,80.75
1316,2026-04-25,53,Wuhan,Food,66.31
1317,2026-02-03,5,Wuhan,Clothing,93.43
1318,2026-04-16,65,Shanghai,Clothing,37.74
1319,2026-01-01,44,Shanghai,Sports,109.52
1320,2026-01-05,21,Shanghai,Electronics,146.99
1321,2026-03-18,63,Hangzhou,Food,36.76
1322,2026-02-22,81,Guangzhou,Sports,37.4
1323,2026-04-18,72,Beijing,Electronics,49.03
1324,2026-01-27,55,Nanjing,Sports,71.31
1325,2026-02-15,104,Chengdu,Clothing,41.37
1326,2026-03-13,14,Shenzhen,Clothing,48.68
1327,2026-04-28,46,Shanghai,Sports,158.04
1328,2026-02-15,22,Wuhan,Food,63.72
1329,2026-04-15,110,Shenzhen,Books,13.14
1330,2026-04-13,40,Shanghai,Food,21.26
1331,2026-04-17,8,Guangzhou,Sports,22.39
1332,2026-03-21,103,Wuhan,Books,62.35
1333,2026-04-27,74,Chengdu,Sports,89.87
1334,2026-02-04,110,Shenzhen,Clothing,137.13
1335,2026-01-22,76,Wuhan,Clothing,50.93
1336,2026-04-12,14,Shenzhen,Sports,65.56
1337,2026-04-15,60,Beijing,Sports,29.89
1338,2026-01-02,32,Guangzhou,Clothing,49.28
1339,2026-01-17,111,Shenzhen,Clothing,52.18
1340,2026-03-16,89,Shanghai,Food,107.78
1341,2026-01-15,91,Shanghai,Clothing,19.33
1342,2026-03-05,84,Shenzhen,Electronics,43.75
1343,2026-04-16,60,Shanghai,Sports,129.17
1344,2026-03-16,39,Chengdu,Food,110.71
1345,2026-04-19,18,Beijing,Sports,73.79
1346,2026-01-22,44,Guangzhou,Electronics,28.04
1347,2026-04-22,46,Beijing,Food,226.59
1348,2026-01-29,56,Shanghai,Electronics,48.38
1349,2026-01-23,31,Wuhan,Clothing,105.62
1350,2026-01-23,18,Shenzhen,Books,102.41
1351,2026-01-09,31,Hangzhou,Electronics,58.32
1352,2026-02-16,112,Guangzhou,Sports,11.78
1353,2026-03-12,13,Beijing,Clothing,50.84
1354,2026-04-14,73,Beijing,Food,33.76
1355,2026-01-18,111,Nanjing,Food,51.92
1356,2026-03-07,55,Nanjing,Books,48.74
1357,2026-03-02,26,Shenzhen,Books,28.13
1358,2026-02-27,20,Beijing,Clothing,171.92
1359,2026-04-18,31,Guangzhou,Electronics,57.08
1360,2026-01-21,16,Shenzhen,Sports,61.34
1361,2026-01-07,80,Hangzhou,Sports,72.78
1362,2026-01-14,21,Nanjing,Books,37.63
1363,2026-04-16,102,Shenzhen,Clothing,103.62
1364,2026-01-03,77,Nanjing,,58.28
1365,2026-01-21,106,Shenzhen,Books,127.65
1366,2026-03-09,104,Guangzhou,Electronics,35.25
1367,2026-04-19,78,Guangzhou,Electronics,36.23
1368,2026-02-24,67,Chengdu,Electronics,89.71
1369,2026-03-20,32,Guangzhou,Electronics,55.49
1370,2026-01-07,46,Wuhan,Books,31.32
1371,2026-01-07,38,Chengdu,Electronics,52.01
1372,2026-03-05,112,Shanghai,Sports,27.07
1373,2026-04-03,36,Shenzhen,Books,68.45
1374,2026-03-02,51,Beijing,Electronics,37.53
1375,2026-04-16,18,Guangzhou,Electronics,169.96
1376,2026-04-17,40,Shanghai,Food,159.38
1377,2026-02-24,54,Guangzhou,Clothing,52.17
1378,2026-01-16,104,Beijing,Food,9.25
1379,2026-03-21,57,Nanjing,Food,141.16
1380,2026-02-05,20,Beijing,Sports,54.15
1381,2026-03-12,101,Chengdu,Electronics,161.05
1382,2026-01-25,82,Guangzhou,Electronics,39.96
1383,2026-01-27,95,Beijing,Food,29.62
1384,2026-01-18,53,Guangzhou,Food,22.23
1385,2026-04-07,79,Shenzhen,Electronics,61.11
1386,2026-01-20,3,Shanghai,Food,95.67
1387,2026-01-15,78,Nanjing,Clothing,29.97
1388,2026-04-21,100,Guangzhou,Clothing,80.18
1389,2026-03-02,21,Guangzhou,Clothing,93.02
1390,2026-03-26,37,Shanghai,Electronics,32.28
1391,2026-01-11,64,Wuhan,Books,269.29
1392,2026-02-19,70,Shanghai,Sports,27.58
1393,2026-03-16,31,Beijing,Electronics,76.31
1394,2026-01-19,52,Shanghai,Food,19.74
1395,2026-01-16,56,Hangzhou,Food,142.03
1396,2026-03-13,60,Shenzhen,Books,136.39
1397,2026-04-18,89,Guangzhou,Sports,59.97
1398,2026-01-28,110,Nanjing,Sports,36.01
1399,2026-04-21,23,Shenzhen,Books,121.25
1400,2026-01-03,119,Wuhan,Sports,93.13
1401,2026-03-16,116,Beijing,Sports,53.47
1402,2026-03-10,29,Guangzhou,Sports,24.95
1403,2026-03-16,78,Chengdu,Food,21.8
1404,2026-02-02,8,Nanjing,,74.01
1405,2026-02-19,61,Wuhan,Sports,63.54
1406,2026-04-26,21,Guangzhou,Books,51.49
1407,2026-01-12,118,Hangzhou,Clothing,27.1
1408,2026-04-21,12,Wuhan,Sports,39.67
1409,2026-02-20,105,Nanjing,Sports,49.84
1410,2026-04-06,113,Guangzhou,Food,108.93
1411,2026-04-22,117,Hangzhou,Books,28.89
1412,2026-02-28,89,Wuhan,Sports,90.21
1413,2026-02-16,42,Nanjing,Clothing,97.19
1414,2026-02-12,71,Shanghai,Electronics,17.64
1415,2026-04-10,86,Beijing,Electronics,104.46
1416,2026-03-11,58,Hangzhou,Clothing,104.21
1417,2026-03-25,40,Shenzhen,Electronics,43.52
1418,2026-01-05,11,Guangzhou,Clothing,40.08
1419,2026-01-10,94,Nanjing,Electronics,122.66
1420,2026-01-08,106,Hangzhou,Clothing,57.39
1421,2026-01-24,65,Guangzhou,Books,103.58
1422,2026-03-22,107,Shenzhen,Books,60.35
1423,2026-01-20,96,Shanghai,Electronics,82.56
1424,2026-01-07,93,Shenzhen,Clothing,28.84
1425,2026-02-18,36,Beijing,Electronics,16.98
1426,2026-04-07,94,Chengdu,Clothing,105.17
1427,2026-03-30,52,Beijing,Sports,47.71
1428,2026-03-25,63,Wuhan,Books,44.44
1429,2026-03-31,12,Chengdu,Books,57.0
1430,2026-03-29,8,Beijing,Books,99.12
1431,2026-04-22,22,Beijing,Electronics,67.31
1432,2026-01-25,30,Shenzhen,Electronics,90.99
1433,2026-02-16,29,Chengdu,Books,33.65
1434,2026-04-12,116,Wuhan,Electronics,66.02
1435,2026-02-01,42,Hangzhou,Sports,26.07
1436,2026-01-13,24,Shanghai,Books,176.14
1437,2026-03-17,65,Chengdu,Sports,26.46
1438,2026-03-24,86,Chengdu,,275.49
1439,2026-02-02,55,Beijing,Books,83.03
1440,2026-03-18,61,Beijing,Books,30.42
1441,2026-01-17,69,Beijing,Electronics,81.9
1442,2026-02-12,65,Shenzhen,,79.54
1443,2026-04-12,74,Nanjing,Electronics,20.34
1444,2026-04-29,20,Wuhan,Clothing,41.33
1445,2026-04-02,114,Nanjing,Sports,53.13
1446,2026-02-05,54,Beijing,Sports,15.7
1447,2026-03-31,56,Beijing,Food,134.07
1448,2026-03-19,80,Guangzhou,Sports,23.55
1449,2026-04-29,58,Hangzhou,Sports,30.03
1450,2026-01-04,98,Beijing,Clothing,137.04
1451,2026-02-26,106,Wuhan,Sports,87.72
1452,2026-02-01,100,Beijing,Electronics,49.79
1453,2026-03-20,8,Shanghai,Clothing,21.07
1454,2026-04-16,57,Hangzhou,Books,52.82
1455,2026-04-28,21,Hangzhou,Clothing,22.83
1456,2026-04-22,113,Shenzhen,Electronics,39.53
1457,2026-02-23,107,Guangzhou,Electronics,133.45
1458,2026-02-05,17,Guangzhou,Sports,70.96
1459,2026-02-21,78,Wuhan,Electronics,54.5
1460,2026-03-08,11,Chengdu,Food,8.8
1461,2026-02-03,102,Guangzhou,Food,40.0
1462,2026-01-03,36,Hangzhou,Sports,88.4
1463,2026-02-12,55,Shanghai,Books,135.03
1464,2026-04-27,36,Nanjing,Sports,182.19
1465,2026-02-14,98,Hangzhou,Books,37.63
1466,2026-03-09,78,Beijing,Food,17.99
1467,2026-04-29,99,Beijing,Sports,9.25
1468,2026-01-05,112,Guangzhou,Electronics,56.59
1469,2026-02-21,10,Beijing,Books,308.14
1470,2026-01-07,112,Hangzhou,Clothing,43.83
1471,2026-04-07,14,Nanjing,Food,41.91
1472,2026-01-15,14,Wuhan,Food,87.31
1473,2026-01-08,77,Shenzhen,Clothing,108.01
1474,2026-02-23,65,Shanghai,Electronics,55.82
1475,2026-01-31,25,Chengdu,Electronics,32.57
1476,2026-01-07,20,Guangzhou,Electronics,32.97
1477,2026-03-14,42,Hangzhou,Food,39.61
1478,2026-04-01,3,Beijing,Food,135.29
1479,2026-04-30,62,Guangzhou,Sports,49.85
1480,2026-03-05,62,Hangzhou,Books,77.21
1481,2026-04-02,118,Chengdu,Electronics,23.95
1482,2026-03-05,44,Hangzhou,Sports,29.17
1483,2026-02-15,119,Nanjing,Sports,51.63
1484,2026-04-05,64,Wuhan,Electronics,14.59
1485,2026-03-19,87,Nanjing,Books,54.35
1486,2026-01-27,56,Shenzhen,Books,67.67
1487,2026-02-14,119,Nanjing,Electronics,38.92
1488,2026-02-16,57,Shenzhen,Food,85.36
1489,2026-01-20,105,Shanghai,Electronics,41.36
1490,2026-03-30,5,Guangzhou,,29.68
1491,2026-03-24,79,Chengdu,Food,91.25
1492,2026-01-26,20,Nanjing,Clothing,38.57
1493,2026-02-22,99,Shanghai,Sports,16.54
1494,2026-02-10,21,Hangzhou,Food,28.81
1495,2026-01-07,49,Nanjing,Electronics,33.58
1496,2026-04-11,37,Guangzhou,Food,116.25
1497,2026-03-21,44,Shenzhen,Electronics,92.77
1498,2026-03-23,15,Guangzhou,Electronics,24.32
1499,2026-04-07,73,Shanghai,Clothing,25.12
1500,2026-01-21,13,Hangzhou,Food,55.4
